RICE_PRODUCTION ,WHEAT_PRODUCTION ,KHARIF_SORGHUM_PRODUCTION,RABI_SORGHUM_PRODUCTION,SORGHUM_PRODUCTION,PEARL_MILLET_PRODUCTION,MAIZE_PRODUCTION,FINGER_MILLET_PRODUCTION,BARLEY_PRODUCTION,CHICKPEA_PRODUCTION,PIGEONPEA_PRODUCTION,MINOR_PULSES_PRODUCTION,GROUNDNUT_PRODUCTION,SESAMUM_PRODUCTION,RAPESEED_AND_MUSTARD_PRODUCTION,SAFFLOWER_PRODUCTION,CASTOR_PRODUCTION,LINSEED_PRODUCTION,SUNFLOWER_PRODUCTION,SOYABEAN_PRODUCTION,OILSEEDS_PRODUCTION,SUGARCANE_PRODUCTION,COTTON_PRODUCTION
0.5,20.7,58.2,0.7,58.9,0.1,0.6,0,0,9.2,44.8,2.7,5.7,0.4,0.1,0.1,0,0.8,0.3,132.3,139.7,22.98,17.05
0.3,25.5,38.5,0.9,39.4,0.1,0.2,0,0,11.2,44.8,1.3,5,0.4,0.12,0.1,0.1,0.6,0.4,194.9,201.59,23.27,29.75
0.3,22.5,43.9,0.5,44.4,0,0.1,0,0,9,57,1.5,4,0.2,0,0.1,0.1,0.2,0.1,160,164.7,23.39,27.1
0.3,24.7,34.9,0.8,35.7,0,0.2,0,0,12.3,65.8,1.2,2.1,0.2,0,0,0.2,0.1,0.1,166.8,169.5,19.14,23.15
0.3,24.1,31.7,0.2,31.9,0,0,0,0,12,80,0.9,2,0.1,0,0,0.01,0.1,0,169.2,171.45,23.2,21.98
0.2,25,29.3,0.2,29.5,0,0,0,0,19.6,73.7,1.3,1.9,0.1,0,0,0,0.1,0,253.9,256,17.17,25.48
0.2,18.1,22.6,0.2,22.8,0,0,0,0,11,44.1,0.92,2.3,0.1,0,0,0,0.1,0.1,202,204.64,7.2,21.9
0.2,24,16,0.3,16.3,0,0,0,0,13.8,53.1,0.77,3.4,0.9,0.1,0,0,0.1,0.6,233.9,238.27,8.85,14.91
0.1,37.5,13.3,0.2,13.5,0,0.2,0,0,16.9,34.1,0.77,4.4,0.1,0.04,0,0.04,0.1,0.7,277.8,283.18,22.93,19.02
0.09,47.5,7.8,0.3,8.1,0,0.3,0,0,27.2,69.2,0.65,4.95,0.1,0.05,0,0.12,0.1,0.8,305.3,311.42,31.92,26.37
0,25,1.5,0.1,1.6,0,0.2,0,0,9,40.2,0.37,1.1,0.1,0,0,0,0,0.1,146.1,147.48,7.23,14.25
0,32.43,1.71,0.71,2.42,0,0,0,0,14.18,21.06,0.39,1.23,0,0,0,0.03,0.03,0,104.01,105.32,14.86,33.81
0,49.01,1.52,0.65,2.17,0,0,0,0,21.15,76.57,0.21,3.19,0,0,0,0,0.03,0.07,151.58,154.87,13.68,44.71
0,34.43,2.33,0.3,2.63,0,0.07,0,0,19.87,67.58,0.32,3.97,0.06,0,0,0,0,0,150.61,154.65,24.43,57.23
0,36.05,3.51,0.8,4.32,0,0,0,0,27.81,79.28,0.4,3.93,0,0,0,0,0,0,188.66,192.59,18.02,55.24
0,33.7,0.7,2.2,2.9,0,0.5,0,0,27.5,47.6,0.2,5.58,0,0,0,0,0,0,121.7,122.36,18.75,45.81
0,19.9,1.7,1.1,2.8,0,1,0,0,24.4,19.2,0,10.3,0,0,0,0,0,0,67.1,77.3,20.18,33.23
0,15.6,2.2,0.8,3,0,0.3,0,0,22.3,29,0,19.9,0,0,0,0,0,0,61.5,81.37,21.47,57.76
0,22,1.8,1.1,2.9,0,0.2,0,0,33.8,128.71,0.41,5.4,0,0.1,0,0,0,0.01,150.4,0,18.02,129.4
0,21.9,1.3,2.6,3.9,0,0.1,0,0,36.8,100.64,0.03,1.91,0,0,0,0,0,0,177.4,0,13.01,113.13
11,32,66.7,31.7,98.4,0.2,0,0,0,3,12,1.6,4,2.8,0,-1,0,3.8,0,0,10.6,0.8,5
25,28,67.5,29.2,96.7,0.7,0,0,0,3,8,0.9,9,3.1,0,-1,0,3.7,0,0,15.8,0.4,5.7
24,26,104.6,29.4,134,0.1,0,0,0,2,12,4.1,8,4.7,0,-1,0,5.7,0,0,18.4,0.8,8
25.6,20.4,88.4,7.8,96.2,0.1,0.1,0,0,1.6,20.2,3.7,8.2,4.6,0,-1,0,3.6,0,0,16.4,1.2,7.6
35,26.9,34.3,8,42.3,0.1,0.1,0,0,2.4,15.7,2.8,6.8,2.2,0,-1,0,5.3,0,0,14.3,0.6,4.2
22.4,34.9,42.7,12.9,55.6,0.1,0.1,0,0,2.8,20.1,2.2,7.3,2.3,0,-1,0.1,6.4,0,0,16.1,0.6,7.2
10.8,21.2,58.3,16.5,74.8,0.1,0.1,0,0,2.9,17.8,1.8,4.4,4.4,0,0,0.1,6.9,0,0,15.8,0.6,9.8
34.4,36.9,74.5,17.5,92,0.1,0.1,0,0,4.2,19.1,2.4,7.2,3,0,0,0,6.4,0,0,16.6,0.7,5
31.6,43.8,147.4,16,163.4,0.1,0.1,0,0,5.7,15.5,6,10.8,4,0,0,0.1,8.8,0,0,23.7,0.7,8.6
54.9,71.8,92.2,16.8,109,0.1,0.4,0,0,5.2,18.9,12.9,11.1,2.4,0,0,0,8.2,0,0,21.7,0.7,5.1
44.6,48.8,109.1,19.3,128.4,0.2,0.4,0,0,3.6,13.1,4.3,6.5,2.8,0,0,0,6.1,0,0,15.4,0.8,5.4
57.1,53.9,129.4,22.5,151.9,0.1,0.3,0,0,4,11.4,3.4,12,3.2,0,0,0,9.9,0,0,25.1,1.7,6.1
58.8,49.2,125.4,27.8,153.2,0.1,0.6,0,0,3.4,24.9,2.9,6.4,5.5,0,0,0,7.8,0,0,19.7,2.4,7.5
48.9,66,124.9,24.3,149.2,0.1,0.7,0,0,4,20.2,4,11.1,5.8,0,0,0,7.8,0,0,24.7,1.8,9.1
61.5,48.6,105,25.3,130.3,0.1,0.6,0,0,3.4,20.4,5.6,9.8,4.3,0,0,0,5.2,0,0,15,2.2,6.8
63.1,59.5,115.8,21.6,137.4,0.1,0.5,0,0,4.1,23.9,4.1,8,3.8,0,0,0,5.3,0,0,12.2,1.7,7.9
40.6,51,164.2,19.9,184.1,0.1,0.6,0,0,3.4,18.5,0.6,7.2,5.6,0,0,0.1,5.3,0,0,19,1.3,8.7
51.2,62.4,113.9,33.6,147.5,0.2,0.3,0,0,4.9,31.9,1.7,11,5.6,0,0,0,9.1,0,0,20.3,1.4,4.4
29,64.7,92.7,17.1,109.8,0.2,0.9,0,0,6.6,30.8,1.2,8.2,4.3,0,0,0,8.4,0,0,17.2,2,6.8
65.4,48.7,120.3,24.7,145,0.1,0,0,0,6.6,24.4,5.5,12.3,2.6,0,0,0,9.1,0,0,21.3,0,11.6
58,54,104.8,19.6,124.4,0.2,0,0,0,10,23,0.4,15,5,0,0,0,6.9,0,0,25.1,0,8
32,41,127.9,26.5,154.4,0.2,0,0,0,5.4,23,4,16,5.1,0,0,0,7.5,0,12.3,40.4,0,6
73.6,57.5,124.9,18.7,143.6,0.1,0,0,0,17.2,27.1,14.3,21.2,3.5,0,0.2,0,10.5,0,35.1,69.9,2.1,11.2
42.6,48.6,152.3,23.5,175.8,0.1,0,0,0,13,37.2,7.7,19.9,2,0,0.1,0,9.5,0,48.6,78.7,2.1,8.8
38.4,47.5,138.1,15.5,153.6,0.1,0,0,0,14.3,31.3,8.1,12.8,3.6,0,0,0.1,8.9,0.1,75.9,102.3,3.11,9.11
40.1,27.7,77,10.2,87.2,0.1,0,0,0,11,13.6,3.3,10.9,1.5,0,0,0,4.5,0,57.1,76.5,2.9,6.92
45.9,37.8,106.1,13,119.1,0,0,0,0,12,35,6.6,13.4,2.2,0,0,0,5.6,0.2,96.1,117.5,2.18,6
51.7,67.4,99.9,15.2,115.1,0,0,0,0,16.3,34.5,11.5,19.8,1,0.4,0.1,0,7.7,0.3,205.6,234.9,1.4,7.7
50.1,79.2,59.3,8.4,67.7,0.1,0.1,0,0,21.9,24.5,5.7,11.9,0.8,0.6,0.1,0,8.2,0.4,129,151,5.4,8.94
51.3,61,91.8,13.1,104.9,0,0.4,0,0,17.5,33.9,6.2,19.8,0.4,0,0.1,0,5.8,1.1,175.1,203,7.23,12.24
47.1,60.2,85.6,9.7,95.3,0.2,0.4,0,0,20.9,32.1,5.4,13.3,0.5,0,0.1,0,7.3,1.9,213.8,237.4,8.64,11.48
43.6,21.1,53.2,7.5,55.7,0.1,0.4,0,0,9.8,9.1,8.3,13,0.2,0,0,0.1,1.3,1.1,181.2,188,3.36,4.81
40.3,67.9,55.9,11.5,67.4,0.1,0,0,0,21.9,35,3.8,12.7,0.4,0.2,0,0.1,3.5,2,234.6,253.5,5.64,11.88
42.2,70.9,44.3,8.3,52.6,0.1,0.26,0,0,22.1,46.5,4.4,9.9,0.3,0.2,0,0.1,3.7,2.4,226.5,243.12,6.19,17.71
37.4,33.4,43.9,2.3,46.2,0,0.5,0,0,12.9,30.2,5.3,6.7,0.2,0,0,0.1,1.7,0.7,173.9,183.3,7.12,10.73
55.1,32.9,39,4,43,0,1,0,0,19.4,56.3,4.1,7.8,0.1,0.1,0,0.2,2.3,0.2,193.3,203.98,5.24,13.04
42.1,32.5,43.7,2.7,46.4,0,0.8,0,0,17.8,26.7,2.8,5.1,0.1,0.1,0,0.1,0.5,0.1,222.9,228.9,4.9,12.1
65.3,43.2,42.8,3,45.8,0,0.9,0,0,24,32.3,4.8,7,0.1,0.2,0,0,1,0.3,277.5,286.1,5.29,19.62
41.6,34.7,29.4,2.2,31.6,0,0.5,0,0,19.4,28.8,3.15,3.6,0,0.2,0,0,0.5,0.6,172.1,177.1,2.96,17.73
62.9,55.8,31,2.4,33.4,0,0.7,0,0,31.2,36.4,3.04,6.2,0.1,0.33,0,0,0.8,6.1,257.5,271.13,0,16.8
70.6,74.2,34.4,2.2,36.6,0,0.7,0,0,39.8,33.5,5.02,6.5,0.1,0.28,0,0.08,0.4,3.5,346.6,357.46,0.72,14.28
75.6,97.8,21.82,1.4,23.22,0,1.5,0,0,56.2,41,5.74,6.62,0.1,0.55,0,0.09,0.8,2.48,379.2,389.84,2.29,18.12
54.6,46,14.4,0.8,15.2,0,0.9,0,0,39.9,29.4,2.24,4.5,0.1,0.14,0,0,0.3,0.3,257.2,262.65,1.15,10.8
81.27,76.73,9.19,1.71,10.91,0,0.45,0,0,58.8,47.63,3.56,5.11,0,0.08,0,0.08,0.11,0.24,219.76,225.41,1.41,15.12
70.3,115.73,9.5,1.53,11.03,0,0.25,0,0,73.54,51.71,3.72,4.02,0.07,0,0,0.06,0.49,1.11,287.07,292.85,0.62,21.42
117.4,116.41,5.64,1.48,7.12,0,0.28,0,0,61.8,44.79,5.46,2.82,0.03,0,0,0.12,0.65,0.47,157.29,161.54,4.8,24.11
100.45,124.79,5.14,1.59,6.73,0,1,0,0,60.55,40.61,4.9,3.9,0.08,0,0,0.05,0.32,0.41,238.59,243.49,2.21,30.05
105.2,83.1,1.9,1.5,3.4,0,0.9,0,0,45.1,26.6,5.9,2.06,0,0,0,0,0.2,6.8,99.9,96.1,2,27.07
95.5,110.6,2.3,0.4,2.7,0,0.8,0,0,46.6,21.1,1,1.8,0,0,0,0,0.1,2.6,79.5,84.1,25.85,27.04
107.3,93.9,3.5,0.3,3.8,0,0.2,0,0,50.9,27.9,1.21,4.24,0.02,0,0,0.04,0.02,0.1,77.2,81.8,29.65,29.05
170.4,232.6,1.5,0.2,1.7,0,0.14,0,0,49.2,168.64,1.55,6.7,0.01,0.2,0,0.2,0,0.03,203.9,0,19.83,99.04
183.6,244.4,1.7,0.01,1.71,0,0.25,0,0,74.6,73.98,0.87,4.3,0,0.1,0,0.03,0,0.06,172.4,0,22.19,62.57
158,10,1.1,17.1,18.2,0,0.6,0,0,4,2,16.1,0.4,0.1,0,-1,0,5,0,0,5.5,3,0
247,7,1.3,11.4,12.7,0,0.6,0,0,4,2,11.9,0.5,0.2,0,-1,0,3.4,0,0,4.1,2.1,0
259,15,0.9,13.1,14,0,0.6,0,0,6,4,22,1,0.2,0,-1,0.1,4.5,0,0,5.8,4.5,0
290.9,12.8,0.7,12.5,13.2,0,0.4,0.1,0,4.4,3.5,22.9,0.6,0.3,0,-1,0.1,6.6,0,0,7.6,5,0
346.2,13.8,0.5,5.3,5.8,0,0.2,0,0,3.9,2.8,20.9,0.7,0.1,0,-1,0,5.2,0,0,6,3.2,0
276.6,13.7,0.6,8.5,9.1,0,0.4,0.1,0,6,3.5,21.2,0.8,0.3,0,-1,0.1,4.5,0,0,5.7,3.4,0
128.7,10.2,0.7,12.5,13.2,0,0.2,0,0,3.7,3,9.7,0.4,0.2,0,0,0,5,0,0,5.6,3.3,0
266.1,13.8,0.8,11.3,12.1,0,0.3,0,0,5.1,3.4,15.4,0.7,0.1,0,0,0,5.3,0,0,6.1,4.8,0
215.6,18.4,2.8,12.6,15.4,0.1,0.2,0,0,5.3,2.8,26.2,1,0.2,0,0,0.1,6.9,0,0,8.2,8,0
448.8,29.6,0.9,11.3,12.2,0,0.8,0,0,5.2,4.6,18.1,1.4,0.2,0,0,0.1,6.4,0,0,8.1,6,0
325.5,19.6,1,8.6,9.6,0,1.3,0,0,3.8,2.5,16,0.6,0.2,0,0,0.1,4.3,0,0,5.2,3.2,0
403.2,24.9,1.2,12.9,14.1,0,1,0,0,2.8,2.6,12.2,1,0.3,0,0,0.1,6.3,0,0,7.7,2.5,0
365.4,15.7,1.2,10.1,11.3,0,1.3,0,0,1.5,4.4,14.6,0.6,0.2,0,0,0.1,5.5,0,0,6.4,3.9,0
260,15,1.6,12.5,14.1,0,1.2,0,0,1.8,3.7,20.4,1,0.2,0,0,0,3.8,0,0,5,3,0
426.7,20.5,1.1,14.2,15.3,0,1.2,0,0,1.5,3.6,12.3,0.9,0.2,0,0,0,3.8,0,0,5.7,3.6,0
403.5,18.9,0.9,16.8,17.7,0,1.1,0,0,1.8,3.9,11.5,0.7,0.3,0,0,0,5.9,0,0,3.8,6,0
254.2,18.1,1.9,14.3,16.2,0,0.5,0,0,1.5,3.2,14.9,0.7,0.2,0,0,0.1,3.3,0,0,5.1,4.6,0
468.8,21.7,1.2,20.5,21.7,0,0.1,0,0,2.1,5.4,15.8,1,0.2,0,0,0.1,6.8,0,0,9,5.7,0
197,11.3,0.9,9.5,10.4,0,1.2,0,0,4.9,5.7,13.3,1.2,0.3,0,0,0.1,2.5,0,0,3.8,4.9,0
412.7,16.5,1,9.8,10.8,0,0,0,0,4,4.1,13.1,1.6,0.7,0,0,0,2.9,0.1,0,5,0,0
361,16,0.6,8.8,9.4,0,0,0,0,5,4,13.1,1,0.6,0,0,0.1,2.7,0.1,0,4.7,0,0
97,17,1,9.1,10.1,0,0,0,0,3,6,13.8,2,0.5,0,0,0,3.7,0,1.2,7,0,0
532.6,21,0.4,4.6,5,0,0,0,0,8.3,4.2,23.9,1.6,1.1,0.1,0.2,0,4.8,0,1.1,7.5,4.1,0
376,13.8,0.4,4.5,4.9,0,0,0,0,5.5,6,25,0.8,0.5,0.3,0.2,0,3.8,0,2.7,8.5,5.6,0
425.6,11,0.2,4.4,4.6,0,0.3,0,0,5.8,5,13.7,1,0.6,0,0.1,0.1,4.6,0.1,6.4,13.2,10.1,0
354.4,11.7,0.1,1.8,1.9,0,0,0,0,3.3,3.9,1.9,0.7,0.3,0.1,0.1,0,2.9,0,7.6,12.1,10.86,0
384.6,11.1,0,1.8,1.8,0,0,0,0,4,6.5,7.2,1.2,0.7,0,0.2,0,3.1,0,13.4,18.7,9.61,0
440.4,23.1,0,2.9,2.9,0,0.4,0,0,5.1,6.8,16.8,1.2,0.6,0.7,0.3,0,5.7,0,13.2,21.7,6.94,0
385.3,28.3,0.1,2.3,2.4,0,0.2,0,0,5.6,4,16.5,0.8,0.4,1.1,0.2,0,6.1,0.1,6.3,15,7.36,0
482.9,18.9,0.1,1,1.1,0,0.3,0,0,5.4,5.7,15,0.4,0.4,0,0.1,0,7.9,0.1,8.8,15.3,7.39,0
383.3,20.9,0.4,1.5,1.9,0,0.3,0,0,5,6.8,18.1,0.2,0.7,0,0.1,0,4.2,0.1,12.9,18.8,28.39,0
359.5,6.5,0.3,0.5,0.8,0,0.3,0,0,2.2,2.4,19.2,0.5,0.5,0,0.1,0,3,0,19.7,15.2,29.13,0
386.9,14.7,0,0.9,0.9,0,0.4,0,0,4.4,7.6,13.7,0.4,0.7,0.3,0.1,0.1,3.5,0,20,25.1,5.93,0
476.4,16.5,0,0.64,0.64,0,0.24,0,0,3.8,9.2,17.8,0.4,0.8,0.1,0.1,0.3,3.5,0,15.8,20.98,17.51,0
306.6,10,0,0.4,0.4,0,0.2,0,0,2.5,7.3,8.7,0.5,0.6,0.1,0,0.11,2,0,7.7,11,15.61,0
442,14,0,0.4,0.4,0,0.5,0,0,3.3,10.4,13.6,0.1,0.7,0,0,0.2,1.8,0,8.2,10.93,7.6,0
371.3,10,0.2,0.3,0.5,0,0.4,0,0,2.7,9.9,8.02,0.2,0.3,0.1,0,0.1,1.3,0,9.8,11.84,9,0
538.8,12.5,0.1,0.2,0.3,0,0.6,0,0,3.8,11.1,12.4,0.2,0.4,0.08,0,0,1.8,0,13.9,16.38,9.98,0
224.5,5.9,0,0.1,0.1,0,0.3,0,0,1.1,7.2,4.31,0.2,0.3,0.2,0,0,0.5,0,9,10.35,8.54,0
577.5,11.8,0,0.2,0.2,0,0.4,0,0,4,9.6,11.93,0.1,0.3,0.32,0,0,3.1,0,7.6,11.55,2.44,0
494.3,14.3,0,0.1,0.1,0,0.4,0,0,7.3,7.4,14.32,0.3,0.4,0.13,0,0.06,2.5,0.1,7.2,10.69,11.61,0
672.69,18.7,0,0,0,0,0.6,0,0,9.7,11.9,17.71,0.34,0.7,0.27,0,0,3.2,0.14,10.3,14.95,11.15,0
265.4,7.1,0,0,0,0,0.2,0,0,4.2,7.9,8.49,0.1,0.5,0.15,0,0,1.7,0.1,10,12.65,13.27,0
381.82,12,0,0,0,0,0.22,0,0,6.33,9.14,10.37,0,0.31,0.12,0,0,2.31,0,6.43,9.29,7.87,0
607.65,14.44,0,0,0,0,0.46,0,0,8.48,13.33,14.49,0.16,0.59,0,0,0,3.2,0.08,12.06,16.29,8.12,0
633.82,14.22,0,0,0,0,0.14,0,0,8.13,13.49,11.78,0.04,0.45,0,0,0,2.17,0,4.74,7.57,25.71,0
734.97,16.54,0,0,0,0,0.22,0,0,6.95,16.1,11.72,0.09,0.79,0,0,0,2.95,0,5.73,9.74,20.79,0
649.59,14.7,0,0,0,0,0.3,0,0,8.6,10.9,15,0.1,0.4,0,0,0,1.2,0,2.8,5.2,5.76,0
699.5,15.4,0,0,0,0,0.3,0,0,11.6,6.2,6.6,0,0,0,0,0,2.4,0,3.7,6.1,58.78,0
573.8,13.4,0,0,0,0,1.9,0,0,4.7,8.1,14.44,0,0.3,0,0,0,2.8,0,0.9,4.1,35.22,0
888.7,15.9,0,0,0,0,1.47,0,0,10,35.74,17.85,0,0.51,0.12,0,0,1.2,0.1,13.3,0,31.36,0
449.1,15.1,0,0,0,0,0.33,0,0,14.8,19.89,15.13,0,0.38,0.05,0,0,1.7,0,6.4,0,27.75,0.02
165,14,18.3,86.5,104.8,0,2,0,0,5,5,14.5,0,8,0,-1,0,4.4,0,0,12.4,1.2,2
191,12,14.1,71.9,86,0,1,0,0,4,3,18.5,0,8.1,0,-1,0.1,4,0,0,12.2,0.9,2
212,15,14.4,89.6,104,0,1,0,0,5,6,14.8,0,9.5,0,-1,0.1,3.9,0,0,13.5,1.7,3
243.7,16.6,11.2,94,105.2,0,1.1,0.3,0,3.8,6.3,24.3,0.1,9.9,0,-1,0.1,3.7,0,0,13.8,1.8,3.4
256.3,14.6,9.6,26.8,36.4,0,0.7,0.5,0,4.4,5,16.1,0.2,9.9,0,-1,0.1,4.4,0,0,14.6,1.3,1.8
210.8,19.6,21.2,43,64.2,0,0.9,0.4,0,5,6,15.3,0.2,11.8,0,-1,0.1,4.1,0,0,16.2,0.6,3.1
100.1,14.3,14.8,64.2,79,0,0.8,0.2,0,4.1,6.7,14.4,0.1,7,0,0,0.1,4.5,0,0,11.7,0.6,4.5
285.3,18.3,16.5,80.5,97,0.1,0.8,0.3,0,4.1,5.1,15.9,0.2,10.6,0,0,0.1,5.7,0,0,16.6,0.7,2.4
166.5,24.5,43.3,66.6,109.9,0.1,1.1,0.3,0,6.7,4.8,19.3,0.1,7.1,0,0,0.2,6.4,0,0,13.8,0.7,3.9
418,33.4,18,55.8,73.8,0,2.4,0.4,0,5.2,7.1,14.6,0.2,6.3,0,0,0.1,6.9,0,0,13.5,0.7,2.3
291.2,19.7,16.6,79.4,96,0,3.7,0.4,0,4.5,3.6,14.7,0.1,11,0,0,0.1,8,0,0,19.2,0.8,2.4
306.3,23.4,30.5,101.1,131.6,0,3.1,0.4,0,4.7,3.8,13.4,0.2,8.7,0,0,0.1,6.9,0,0,15.9,0.8,2.8
318.9,20.5,27.4,95.4,122.8,0,4.3,0.4,0,3.6,7.2,13.8,0.1,13.5,0.1,0,0.1,8.6,0,0,22.4,0.8,3.3
260.1,30,32.8,76.6,109.4,0,3.2,0.5,0,4.2,5.6,17.6,0.2,13.2,0,0,0.1,7.4,0,0,20.9,0.6,4
339.7,19.6,21.8,70.3,92.1,0,1.5,0.5,0,3.6,5.2,9.8,0.2,3.7,0,0,0.1,8,0,0,8.3,0.7,3
361.9,20.6,19.1,61.7,80.8,0,3.3,0.5,0,4.3,6.4,14.5,0.1,6.5,0,0,0.1,6.4,0,0,10.6,0.9,3.5
318,19.6,25.5,69.7,95.2,0.1,3.8,0.5,0,3.6,5.7,13.3,0.1,10.2,0,0,0.1,6.5,0,0,12.6,0.7,3.8
426,26.5,30.1,62.8,92.9,0,2.2,0.6,0,5.1,8.7,12.5,0.2,9.8,0,0,0.2,8.8,0,0,16.7,0.7,1.9
198.5,16.6,28.7,56,84.7,0,3,0,0,2.7,9.8,10.8,0.5,9.1,0,0,0.2,4.8,0.1,0,12.6,1,5.6
333.7,19.8,35.5,91.2,126.7,0,2.5,0,0,4.8,6.7,16.6,0.4,12.2,0,0,0,8.1,0,0,19.6,0,8.3
264,18,22.4,74.8,97.2,0,2,0,0,3.4,6,24.4,0.3,9.4,0,0,0.2,5.9,0,0,15,0,6
212,19,34.4,67,101.4,0,2,0,0,3.3,12,18.8,1,9.2,0.3,0,0.1,6.3,0,1.1,18,0,6
440.9,24.8,30.3,128.1,158.4,0,1.6,0,0,5.6,8.8,47.4,1,4.2,0.3,0.1,0,8,0.8,2.5,16.4,0,7.8
300.8,20.6,47,57.7,104.7,0,1,0,0,6,15.9,37.5,0.1,4.3,0.4,0.1,0,9.2,0,4.9,19.7,0.7,9.2
346.9,16.7,20.6,48.8,69.4,0.1,1.8,0,0,3.7,9.8,30.5,1,2.7,0,0.1,0.2,6.8,0.6,12.1,23.4,1.55,7.92
239.5,10.4,22.6,39.1,61.7,0,1.5,0,0,3.6,10.3,9.2,0.5,4.2,0,0.1,0.2,6.8,0,15.8,30.6,0,6.18
384.7,17.1,29.1,52.7,81.8,0,4,0,0,6.4,21,14.2,0.6,6,0.1,0.1,0,9.1,0,33.6,49.5,1.45,6.26
388.8,26.3,37.4,60,97.4,0,2.8,0,0,7.1,19.8,28.7,0.4,7.1,0.4,0.3,0,9.6,0,57.1,74.9,1.4,9.42
398.1,32,26.8,50.9,77.7,0,2.7,0,0,8.9,9.4,31.6,0.4,6.8,0.4,0.2,0,14.2,0,38.8,60.8,1.34,6.94
463.9,22.3,18.6,50.9,69.5,0,3.4,0,0,7.8,11.5,32.4,0.5,5.1,0,0.3,0,11.5,0.4,67.5,84.2,0,11.11
378.8,20.8,35.7,41.5,77.2,0,3,0,0,7.6,25.7,33.2,0.4,1.9,0,0.2,0,10,0.3,69.9,83.9,0,11.35
348.1,8.5,14.6,31.7,46.3,0.1,3.1,0,0,4.1,10.5,25.4,0.8,1.1,0,0.2,0,4.8,0.2,73.7,139.7,0,5.49
325.6,22,18.9,27.6,46.5,0,5.9,0,0,8.5,13.5,28.4,0.3,1.3,0.2,0.3,0.1,8.3,0.4,236,246.8,0,7.53
416.6,24.8,20.5,37.2,57.7,0,4.21,0,0,8.9,22.9,30.4,0.27,1.3,0.11,0.1,0.1,9.7,0.1,192.9,204.52,0,10.38
230.9,15.8,31,13,44,0,3,0,0,7.5,12.6,15.2,0.2,0.9,0.1,0,0,3.5,0,140.7,145.5,0,6.19
389.8,20.1,18.9,25.7,44.6,0,5.6,0,0,6.2,23.3,22.2,0.1,1,0.8,0,0,4.1,0.1,154.1,160.2,0,7.36
186.7,12.8,17.6,10,27.6,0,4.5,0,0,4.5,10.6,13,0.2,0.7,0.1,0,0.01,3,0,145.9,149.95,0,7.31
386.7,20.2,14.1,16.5,30.6,0,5.7,0,0,10,19.6,20.7,0.1,0.8,0.31,0,0,7.2,0.1,166,174.51,0,10.92
234.5,12.3,10.4,8.2,18.6,0,3.1,0,0,7.5,8.7,8.46,0.1,0.7,0.2,0,0,3.6,0.1,164.6,169.3,0,8.25
437.8,22.9,11.5,9.2,20.7,0,4.2,0,0,15.4,10.6,18.92,0.1,0.3,1.12,0,0,8.4,1.9,175.5,187.59,0,8.32
405,26.1,10.1,11,21.1,0,4.6,0,0,15.6,11.7,23.45,0.1,1,1.66,0,0.1,7.4,1.3,215.5,227.06,0,14.72
483.14,35.9,8.78,10.9,19.68,0,8.2,0,0,22,24.4,27.73,0.3,1,0.77,0,0.09,9.7,0.9,228.6,241.36,0,17.86
264.5,28.3,1.8,3.5,5.3,0,3.7,0,0,15.7,19.2,13.3,0.1,0.6,0.28,0,0,3.1,0.1,125.8,130.01,0,13.98
186.42,17.61,0.61,4.74,5.35,0,5.37,0,0,14.23,40.12,9.84,0.1,0.58,0.29,0,0,3.68,0,65.25,69.89,0,13.78
400.48,37.83,1.31,5.6,6.91,0,7.14,0,0,24.21,40.56,17.18,0.06,0.87,0,0,0.06,3.85,0,155.53,160.79,0,22.21
390.29,27.88,1.85,2.73,4.58,0,4.62,0,0,16.88,31.83,9.17,0,1.06,0,0,0.1,2.77,0,136.94,141.17,0,28.22
490.78,27.32,2.57,4.03,6.59,0,5.53,0,0,25.14,54.58,16.73,0.04,0.52,0,0,0.02,3.15,0,151.48,155.53,0,47.56
450.2,29.3,2.1,3.4,5.5,0,7.4,0,0,18.9,31.1,25.7,0,0.1,0,0,0,0,0,92.2,89.4,0,37.87
319.6,19,11.1,2.9,14,0,2.8,0,0,14.3,21.4,9.5,0,0,0,0,0,1.6,0,67.3,69.1,1.89,27.27
247.9,16.9,1.8,2.1,3.9,0,2.9,0,0,23,28,12.02,0.02,0.2,0,0,0,0.7,0,60.9,62.3,1.15,37.82
530.8,26.3,1,2.8,3.8,0.02,5.38,0,0,22.7,81.94,23.91,0.08,0.33,0.6,0,0,0.5,0.1,110.1,0,0.2,101.48
287.3,20.9,1.31,1,2.31,0,5.47,0,0,23.2,59.6,18.27,0.04,0.16,0.2,0,0.03,0.4,0.02,62.3,0,0.13,62.6
37,74,9.8,2.6,12.4,43,0.1,0,0,2,1,0.8,9,1.2,1,0,0.9,0,0,0,-1,0.6,29
50,95,20.9,3.1,24,55,0.2,0,0,1,1,1.8,10,1.1,0.8,0,1.6,0,0,0,-1,0.7,25
37,54,5.3,0.1,5.4,45,0,0,0,1,1,-1,6,0.8,0.2,0,1.8,0,0,0,-1,1.2,32
21,70.2,14.7,0.8,15.5,99.2,0,0.2,0,0.5,0.6,0.61,5.4,1,0.2,0,0.9,0,0,0,7.57,1.3,36.9
61.1,104.6,26.8,1,27.8,92.1,0.1,0,0,3.1,1,0.97,8.2,1.7,0.1,0,3,0,0,0,-1,1.2,29.3
