RICE_PRODUCTION ,WHEAT_PRODUCTION ,KHARIF_SORGHUM_PRODUCTION,RABI_SORGHUM_PRODUCTION,SORGHUM_PRODUCTION,PEARL_MILLET_PRODUCTION,MAIZE_PRODUCTION,FINGER_MILLET_PRODUCTION,BARLEY_PRODUCTION,CHICKPEA_PRODUCTION,PIGEONPEA_PRODUCTION,MINOR_PULSES_PRODUCTION,GROUNDNUT_PRODUCTION,SESAMUM_PRODUCTION,RAPESEED_AND_MUSTARD_PRODUCTION,SAFFLOWER_PRODUCTION,CASTOR_PRODUCTION,LINSEED_PRODUCTION,SUNFLOWER_PRODUCTION,SOYABEAN_PRODUCTION,OILSEEDS_PRODUCTION,SUGARCANE_PRODUCTION,COTTON_PRODUCTION
503.3,19.1,1.4,0,1.4,0,10.5,0,0.4,16.6,5.9,68.5,2.1,0.6,1.3,0,0.2,5.9,0,0,10.5,2.1,0
217.2,6,1,0,1,0,8.4,0,0.1,15.3,4,11.3,1.7,0.3,0.4,0,0.1,1.6,0,0,4.8,1.8,0
636.5,23.2,1.6,0,1.6,0,9.8,0,0.4,17.6,6,63.5,2.7,0.8,2.1,0,0.1,3.8,0,0,9.2,1.9,0
581.4,18,1.3,0,1.3,0,10.1,0,0.3,22.6,8.2,48.1,2.2,1,1.7,0,0.1,4.9,0,0,9.4,0.9,0
401.2,14.3,0.9,0,0.9,0,10.3,0,0.3,27.2,4.8,33.8,1.7,0.6,1.5,0,0.1,4.9,0,0.4,9.4,0.8,0
666.8,15,1.4,0,1.4,0,14.2,0,0.4,24.1,10.3,50.4,2.4,0.6,2,0,0.1,7.8,0,1.2,14.4,1.9,0
546.2,7.8,1.3,0,1.3,0,11.7,0,0.5,18.4,7.3,30.3,3.1,0.4,1.1,0,0.1,4.7,0,0.3,10.4,1.3,0
910.1,16.8,1.9,0,1.9,0,12.3,0,0.4,26.4,6.5,54.1,3.3,0.5,1.8,0,0.1,5.5,0,0.6,13.7,1.9,0
967,18,1.5,0,1.5,0,11,0,0.5,31,8,55.2,3,0.2,1.9,0,0.1,6.1,0,0.3,11.2,1.5,0
716,17.5,0.9,0,0.9,0,13,0,0.5,21,7,57.5,4,0.4,3.4,0,0.1,5.6,0,0.2,15.5,3.2,0
889.1,16.2,1.2,0,1.2,0,16.9,0,0.3,31.1,8.8,63.6,3.9,0.6,2.6,0.1,0.1,4.7,0,0.3,14.4,2,0
698.5,11.5,1.3,0,1.3,0,16.6,0,0.4,26.3,7.8,68.4,3.6,0.7,2.6,0,0.1,4.8,0,0.3,13.5,3.3,0
964.2,16.3,0.9,0,0.9,0,12.9,0,0.3,21.8,7,98,4.1,0.6,3.43,0.4,0.1,4.3,0,0.23,13.4,1.1,0
895.4,13.6,0.9,0,0.9,0,15.4,0,0.2,27.5,6.6,101.5,3.6,0.5,2.71,0.2,0.1,4.3,0.01,0.18,11.9,1.7,0
724.2,16.3,0.9,0,0.9,0,16.7,0,0.1,23.4,6.8,77.1,5.1,0.7,3.77,0.1,0.1,3.6,0.01,0.54,14.1,2.5,0
943.7,19.9,1,0,1,0,19,0,0.2,24.4,10.8,119,4.7,0.7,3.31,0.1,0.1,4.7,0.02,1.07,15,2,0
1164.4,19.9,0.7,0,0.7,0,11.7,0,0.2,29.2,7.2,106.8,2.8,0.5,2.4,0,0.1,5.7,0.01,1.8,13.7,1.6,0
921,17.1,0.9,0,0.9,0,16,0,0.2,21,6.1,67.6,5,0.6,2.8,0,0.1,3.8,0,2.1,14.8,4.4,0
922.9,16,0.9,0,0.9,0,14.6,0,0.2,23.7,5.8,94.9,4.4,0.5,3.1,0.1,0,4.1,0,4.8,15.3,5.9,0
349.1,6.3,0.5,0,0.5,0,12.6,0,0.1,11.9,3.1,11.5,4.3,0.3,1.1,0,0.1,1.6,0,4.8,12.5,2.8,0
608.38,12.46,0.93,0,0.93,0,13.91,0,0,21.74,6.07,95.64,4.92,0.89,3.95,0,0,4.92,0,4.91,21.41,5.83,0
1129.43,0,0,0,0,0,15.5,0,0,23.06,8.07,66.81,3.42,0.66,4.32,0.16,0.02,16.55,0.02,2.65,14.35,5.24,0
437.56,4.2,0.77,0,0.77,0,10.73,0,0.19,14.04,2.8,4.58,4.48,0.33,1.26,0.13,0.02,1.9,0.02,0.54,8.69,0.12,0
1012.11,18.92,1,0,1,0,7.81,0,0.19,22.74,3.12,5.21,5.77,0.76,1.81,0.02,0.01,2.47,0.07,1.1,12.03,0.12,0
617.25,18.76,0.91,0,0.91,0,13.3,0,0.17,20.26,3.84,5.09,5.26,0.92,1.52,0.02,0.01,2.45,0.06,0.73,10.98,0.18,0
1011.96,20.61,0.77,0,0.77,0,12.73,0,0.22,32.72,5.07,5.2,5.39,0.95,2.39,0.04,0.01,2.71,0.07,2.07,11.17,0.2,0
874.16,15.8,0.52,0,0.52,0,13.39,0,0.15,21.73,4.07,4.61,5.44,0.99,2.22,0.03,0.01,1.89,0.11,4.11,13.88,0.32,0
874.16,15.8,0.52,0,0.52,0,13.39,0,0.15,21.73,4.07,66.76,5.44,0.99,2.22,0.03,0.01,1.89,0.11,4.11,14.98,0.32,0
1127.18,15.69,0.69,0,0.69,0,10.78,0,0.2,26.15,3.7,76.84,3.99,0.89,2.28,0.03,0.01,2.09,0.22,4.95,14.71,0.32,0
1160.03,19.05,0,0,0.81,0,13.41,0,0.23,31.97,4.11,86.49,4.68,0.94,2.37,0.02,0.01,2.67,0.2,11.26,22.1,0.4,0
1070.95,18.05,0,0,0.9,0.03,11.18,0,0.15,29.86,4.3,40.54,4.21,0.86,2.18,0.08,0.01,2.34,0.19,12.98,22.79,0.38,0
994.29,28.14,0,0,1.05,0,17.12,0,0.18,40.19,5.89,83.5,9.82,1.26,2.46,0.13,0.01,2.39,0.18,12.3,28.52,0.62,0
1333.61,30.13,1.06,0.2,1.06,0,18.67,0,0.12,17.32,4.76,101.79,10.34,1.17,2.23,0.1,0,1.86,0.19,18.19,34.37,0.27,0
1557.35,26.28,0.49,0,0.49,0.01,12.72,0,0.17,36.18,3.92,42.11,4.29,1.12,2.54,0.05,0.01,2.09,0.19,14.29,24.82,0.69,0
1746.82,27.31,0.7,0,0.7,0.01,15.8,0,0.11,42.67,4.82,73.59,4.07,0.86,2.34,0.06,0.01,2.22,0.17,23.47,33.55,0.3,0
1577.16,26.97,0,0,0.51,0.04,15.51,0,0.2,28.77,4.66,85.24,4.13,0.78,2.66,0.1,0.01,2.23,0,18.59,28.99,0.36,0
1683.92,28.15,0,0,0.59,0.03,15.57,0,0.29,41.18,5,135.05,4.13,1.34,2.6,0.07,0.01,1.99,0.17,9.6,20.23,1.18,0
1340.65,27.03,0,0,0.7,0.01,12.22,0,0.11,34.83,3.68,104.47,3.9,1.02,2.54,0.11,0.01,1.6,0.18,9.07,18.29,0.96,0
1858.19,25.1,0,0,0.98,0.01,17.11,0,0.15,45.33,4.87,97.24,5.23,1.05,1.96,0.02,0.03,0,0,14.19,0,2.77,0
1295.71,21.72,0,0,0.9,0.01,15.83,0,0.18,32.29,2.84,66.45,3.58,0.73,1.68,0.03,0,0.39,0,5.17,0,0.83,0
203,1,0.1,0,0.1,0,10,0.2,0.1,1,2,-1,6,0.6,1.8,0,0,0.1,0,0,-1,4.6,0.4
278,1,0.2,0,0.2,0,13,0.3,0.1,2,3,-1,12,0.6,2.1,0,0,0.1,0,0,-1,5.5,0.3
267,1,0.2,0,0.2,0,8,0.3,0.1,1,3,-1,6,0.8,2.8,0,0,0.1,0,0,-1,5.8,0.4
253.2,0.9,0.2,0,0.2,0,10.1,0.3,0.1,1.2,2.3,17.8,7.8,0.7,2.2,0,0,0.1,0,0,15.9,5.3,0.3
274.7,1,0.2,0,0.2,0,13.6,0.3,0.1,1.3,3.1,18.8,9.4,0.5,2.3,0,0,0.1,0,0,17.2,5.1,0.1
241.3,1.2,0.2,0,0.2,0,9,0.3,0.1,1.4,2.6,17.1,7.5,0.3,2.8,0,0,0.1,0,0,16.1,5.2,0.2
212.9,3.1,0.2,0,0.2,0,9.6,0.2,0.1,1.5,3.1,17.5,9.3,0.6,3.8,0,0,0.1,0,0,18.3,4.9,0.2
314.1,3.5,0.2,0,0.2,0,9.7,0.3,0.1,1.6,2.1,18.7,7.1,0.4,3.5,0,0,0.1,0,0,15.7,5,0.1
227.6,3.8,0.2,0,0.2,0,9.2,0.3,0.1,1.8,2.5,14.6,8.7,0.3,4,0,0,0.1,0,0,17.3,4.7,0.2
311.6,3.5,0.2,0,0.2,0,8.8,0.3,0.1,1.7,2.7,17.1,10.1,0.3,4.3,0,0,0.2,0,0,19.5,4.7,0.1
199.1,2.8,0.2,0,0.2,0,10.2,0.3,0.1,1.2,1.6,11.5,5.2,0.2,1.2,0,0,0.1,0,0,9.5,4.9,0.1
348.5,4.2,0.2,0,0.2,0,9.1,0.4,0.2,1.5,2.5,18.1,7.7,0.3,1.9,0,0,0.2,0,0,13.9,4.2,0.1
292.1,7,0.3,0,0.3,0,9.3,0.4,0.2,1.6,2.3,18.3,8,0.2,2.4,0,0,0.2,0,0,14.7,4.6,0.1
149.3,2.3,0.3,0,0.3,0,8.8,0.3,0,1.5,1.3,8.2,5.4,0.1,0.9,0,0,0.1,0,0,9.8,2.8,0
332.6,5.4,0.3,0,0.3,0,9.8,0.4,0.1,1.7,1.9,16.3,7.3,0.3,3.3,0,0,0.2,0,0,14.1,3.6,0
326.6,5.6,0.3,0,0.3,0,7.9,0.4,0.1,2.2,2.3,16.3,8.3,0.3,2.2,0,0,0.2,0,0,15.1,3.2,0
270.2,6,0.2,0,0.2,0,10.7,0.4,0.1,2.6,1.6,12.9,5.7,0.2,2.2,0,0,0.1,0,0,11.6,2.7,0.1
361.8,3.2,0.3,0,0.3,0,11.4,0.4,0.1,2.3,2.4,17.7,6.5,0.2,2.8,0,0,0.2,0,0.1,15.5,2.2,0
292.6,2.9,0.3,0,0.3,0,11.2,0.4,0.1,1.6,2.1,14.8,6.8,0.4,2.3,0,0,0.1,0,0.1,14.8,2.2,0
373.4,3.2,0.3,0,0.3,0,9.2,0.4,0.1,1.8,2.4,16.6,9.5,0.5,2.5,0,0,0.1,0,0.2,19,1.4,0
330,4,0.3,0,0.3,0,10,0.4,0.1,2,3,14.9,8,0.2,2.3,0,0,0.2,0,0.1,18.3,2.7,0
320,4,0.3,0,0.3,0,10.8,0.3,0.1,2,2,14.7,10,0.4,3.8,0,0,0.2,0,0,23.9,2.3,0
413.1,3.8,0.3,0,0.3,0,12.6,0.4,0,1.9,2.8,16.2,11.4,0.6,3.8,0,0,0.2,0,0,24.8,2.4,0
377.5,3.3,0.3,0,0.3,0,14.9,0.4,0,1.9,2.8,14.2,10.9,0.6,3.6,0,0,0.2,0,0,22.3,2.9,0
397.8,3.2,0.3,0,0.3,0.04,10.3,0,0,1.6,3,15.7,14.2,0.4,4.25,0,0,0.2,0,0.01,23.4,0.9,0
457.3,2.6,0.2,0,0.2,0.02,10.6,0,0.1,1.8,3.1,15.2,15,0.4,4.08,0,0,0.2,0.04,0.02,23.9,2.8,0
436.6,2.4,0.3,0,0.3,0.03,15,0,0,1.3,3.5,15.8,20.4,0.5,3.57,0,0,0.2,0.04,0.02,28.8,1.6,0
513.9,3.1,0.2,0,0.2,0.03,15.4,0,0,1.4,3.4,16.9,13.8,0.7,3.28,0,0,0.3,0.04,0.01,22,1.9,0
561.6,3.2,0.1,0,0.1,0,8.2,0,0,1.8,3.5,15.8,10.1,0.5,3.8,0,0,0.3,0.01,0,19.1,2.2,0
431.6,3.7,0.2,0,0.2,0,12.1,0,0,1.4,3,15.7,11.8,0.5,3.5,0,0,0.4,0,0,20.8,2.2,0
541.2,5.7,0.2,0,0.2,0,10.1,0,0,1.6,3.4,18.7,10.8,0.6,3.6,0,0,0.4,0,0,27.3,2.8,0
342.6,2.9,0.2,0,0.2,0,9.3,0,0,1.5,2.9,14.1,10.2,0.5,2.8,0,0,0.4,0,0,17.6,3.1,0
661.2,4.7,0.4,0,0.4,0,20.4,0,0,2.3,5.5,21.23,13,0.53,6.2,0,0,0.7,0,0,28.33,2.3,0
476,0,0,0,0,0,13.91,0.28,0,1.32,4.29,13.88,9.7,0.72,5.8,0,0.01,0.41,0.05,0.01,21,1.66,0
237.75,3.04,0.11,0,0.11,0.02,11.1,0.28,0.02,1.08,2.09,14.07,9.62,0.55,1.95,0,0,0.34,0.07,0.08,12.6,0.15,0
526.7,3.77,0.12,0,0.02,0.02,6.71,0.23,0.02,1.31,2.16,15.42,14.25,0.8,2.01,0.01,0,0.38,0.23,0.01,17.68,0.1,0
284.59,4.38,0.21,0,0.21,0.02,10.33,0.21,0.01,1.25,2.98,12.86,12.85,1.05,2.22,0.02,0,0.56,0.19,0.06,16.93,0.14,0
547.37,5.08,0.17,0,0.17,0.01,10.82,0.2,0.02,2.2,3.73,15.44,15.45,0.99,2.72,0.02,0,0.53,0.71,0.08,20.65,0.16,0
417.86,3.86,0.13,0,0.13,0.01,12.01,0.12,0.02,1.11,3.2,13.65,13.88,1.13,2.24,0.01,0,0.35,0.59,0.04,24.41,0.17,0
417.86,3.86,0.13,0,0.13,0.01,12.01,0.12,0.02,1.11,3.2,12.03,13.88,1.13,2.24,0.01,0,0.35,0.59,0.04,22.03,0.17,0
437.91,3.74,0.12,0,0.12,0.03,9,0.15,0.02,1.34,2.8,14.65,12.88,1.27,2.29,0,0,0.37,0.79,0.02,21.28,0.16,0
532.65,4.65,0,0,0.14,0.02,11.63,0.15,0.02,8.76,3.07,28.19,15.87,1.14,2.71,0.01,0,0.53,1.01,0.03,21.31,0.15,0
500.83,4.86,0,0,0.18,0.02,10.15,0.18,0.02,8.43,3.71,25.79,14.99,1.07,2.68,0.01,0,0.5,1.22,0.03,20.48,0.15,0
470.53,4.87,0,0,0.65,0.02,11.23,0.13,0.02,9.76,3.42,27.11,14.99,1.63,2.78,0.01,0,0.48,0,0.02,19.92,0.15,0
598.26,5.5,0.3,0,0.22,0,11.9,0,0.01,1.72,3.07,14.51,13.1,1.2,2.3,0,0,0.4,1.13,0,22.17,0.11,0
602.66,6.27,0.09,0,0.09,0.02,10.67,0.09,0.02,1.66,3.39,13.9,14.81,1.49,2.84,0.01,0,0.53,0.44,0,23.88,0.2,0
641.28,6.08,0.08,0,0.08,0.14,11.84,0.09,0.01,2.03,4,13.99,15.97,1.06,3.09,0,0,0.59,0.43,0,24.86,0.09,0
580.76,11.5,0,0,0.09,0.02,14.33,0.1,0.02,1.4,5.09,13.15,17.66,0.98,3.5,0.01,0,0.56,0,0,27.15,0.09,0
657.79,7.5,0,0,0.1,0.02,12.46,0.09,0.02,2.13,4.74,14.4,16.39,1.6,3.37,0,0,0.58,0.38,0,26.17,0.19,0
414.89,6.15,0,0,0.12,0.02,10.94,0.05,0.01,1.13,3.51,14.27,14.73,1.64,3.18,0,0,0.5,0.33,0,22.31,0.08,0
763.72,7.12,0,0,0.14,0.02,15.43,0.06,0,1.93,4.25,15.08,21.05,1.42,2.39,0,0,0,0,0.01,0,0.1,0
623.29,6.76,0,0,0.15,0.01,15.81,0.04,0,1.18,2.93,13.07,14.52,1.07,2.16,0,0,0.24,0,0,0,0.09,0
89,1,2.3,0,2.3,0,47,0.4,0.7,0.4,5,-1,1,0.5,0.9,0,0,0,0,0,-1,1.7,0.1
182,4,3.5,0,3.5,0,53,0.5,5.9,2,10,-1,2,0.5,5.3,0,0,0.3,0,0,-1,0.9,0.1
153,3,3.2,0,3.2,0,30,0.5,4.8,2,7,-1,1,0.9,7.3,0,0,0.3,0,0,-1,1.8,0.1
191.9,4.2,3.1,0,3.1,0,30.5,0.5,6.4,2.2,7.9,16.6,1.8,0.8,6.8,0,0,0.4,0,0,14.5,2.5,0.1
195.8,5,3.3,0,3.3,0,50.5,0.6,5,1.8,9.7,16.3,2.2,0.6,5.9,0,0,0.4,0,0,13.9,2.4,0.1
250.7,4.4,2.5,0,2.5,0,26.2,0.5,5.4,2.7,7.4,16,2.1,0.5,7.3,0,0,0.6,0,0,16.1,2.1,0.1
150.4,6.2,3.8,0,3.8,0,29,0.6,6.1,2.4,10,17.5,2.8,0.9,8.5,0,0,0.7,0,0,17.5,2.2,0.1
221.6,7.7,3.9,0,3.9,0,45.4,0.4,7.1,2.8,7.5,15.3,2,0.9,11.8,0,0,1,0,0,20.6,1.5,0.1
139,8.1,3.7,0,3.7,0,48.9,0.4,6,2.7,7.7,14.9,2.8,0.9,12.4,0,0,0.8,0,0,21.8,1.9,0.1
222.8,8.8,3.6,0,3.6,0,36.6,0.6,6.9,3.3,9.4,19.2,3.6,0.8,13.5,0,0,1.1,0,0,23.8,2.1,0
141.5,6.2,3.1,0,3.1,0,51.1,0.4,1.9,1.3,4.3,10.4,2.4,0.5,2,0,0,0.3,0,0,8,2.2,0
270.2,8.4,3.9,0,3.9,0,26.1,0.5,7.9,2.1,7.3,18.2,2.7,0.7,7,0,0,0.8,0,0,16.8,1.9,0
204,15.3,3.8,0,3.8,0,36.2,0.5,8.6,2.3,6.5,17.4,2.6,0.6,8.3,0,0,1.1,0,0,18.3,1.4,0
75.3,5.3,2.8,0,2.8,0,35.8,0.2,2.3,2.1,3,7.3,4,0.3,3.2,0,0,0.2,0,0,8.2,1,0
247.1,13.5,3.7,0,3.7,0,44.4,0.6,9.1,2.4,5.4,15.5,4,0.8,12.2,0,0,0.7,0,0,19.2,1,0
218.5,11.7,3.6,0,3.6,0,35.6,0.6,3.9,3.1,7.7,12.4,3.9,1,9,0,0,0.7,0,0,17.1,1.6,0
229.7,12.4,2.9,0,2.9,0,45.5,0,6.7,3.8,5.5,13,2.1,0.6,8,0,0,0.7,0,0.1,16.3,1.2,0
216.2,6.8,3.9,0,3.9,0,64.1,0.6,6.4,3.3,7.6,16.2,2.9,0.6,9.7,0,0,1,0,0,20.1,1.5,0
219.2,13.3,4.2,0,4.2,0,45.9,0.4,7.7,2.5,7.8,15,2.6,1,9.6,0,0,0.9,0,0,18.3,1.5,0
249.7,15.2,4.7,0,4.7,0,45.6,0.5,7.4,2.8,7.1,17.6,2.6,1.1,9.4,0,0,0.9,0,0.1,18.7,1.5,0
256,24,4.3,0,4.3,0,34,0.4,9.3,4,10,16.9,3,0.6,9.8,0,0,1.4,0,0.1,21.6,1.7,0
237,23,3.8,0,3.8,0,49,0.3,8.9,3,10,15.3,4,1.1,15.7,0,0,1.9,0,0.1,28.8,1.3,0
283,19.5,3.4,0,3.4,0,59.5,0.4,6.5,3.2,9.9,16.8,4.6,1.4,13.1,0,0,1.4,0,0.1,24.3,0.5,0
338.6,22,3.6,0,3.6,0,57.6,0.4,7.3,3,11.5,15.3,4.6,1.6,14.7,0,0,1.4,0,0.1,27,1.2,0
417.7,25.3,3.2,0,3.2,0.02,42.5,0,7.6,2.7,12.4,15.8,4.2,1.2,15.43,0,0,1.3,0,0.09,27.2,0.9,0
301,18,2.9,0,2.9,0,51.4,0,4.5,2.1,11,13.5,5,1,12.34,0,0,1,0,0.06,24.6,1.1,0
243.9,13,2.2,0,2.2,0,56.3,0,0.9,1,9,12.5,6.7,1.2,6.05,0,0,0.5,0,0.04,17.9,0.9,0
279.2,20.7,3,0,3,0,55.8,0,3.7,2,12.9,14.9,7,1.9,13.07,0,0,1.6,0.01,0.04,28.6,1.2,0
402.3,25.8,2.4,0,2.4,0,19.3,0,4.2,3.8,12.7,15.5,4.8,1.3,15.9,0,0,2.7,0,0,31.1,1,0
318.7,26.8,3,0,3,0,69,0,4.5,2.4,11.9,16.7,6.1,1.4,15.8,0,0,2.3,0,0.1,30.9,1.3,0
391.3,27.7,2.7,0,2.7,0,51.4,0,3.4,2.5,12.8,16.7,6.3,1.3,14.2,0,0,2.1,0,0,29.6,2,0
298.7,23.1,2.9,0,2.9,0,50,0,4.7,2,11.1,15.8,6.7,1.1,11.8,0,0,2.4,0,0,27.7,1.7,0
273.2,26.3,3,0,3,0,69.1,0,3.6,2.1,13.5,18.2,7.3,1.1,16.2,0,0,2.8,0,0.1,34.5,1.44,0
431.72,0,0,0,0,0,72.25,0.23,0,2.25,15.56,12.52,7.7,1.53,26.5,0,0,2.87,0,0.04,33.4,1.99,0
240.59,33.31,2.15,0,2.15,0,61.57,0.22,3.67,1.8,8.4,16.88,8.11,1.06,8.74,0,0,2.66,0,0.03,20.6,0.22,0
513.26,33.18,2.33,0,2.33,0,28.37,0.23,3.27,2.39,6.98,17,10.08,1.38,9.77,0,0,3.24,0.04,0.04,24.53,0.33,0
257.13,29.71,1.8,0,1.8,0,56.99,0.14,2.95,1.9,8.65,14.76,10.17,1.38,8.7,0,0,3.39,0.02,0.03,23.69,0.27,0
503.4,29.24,2.31,0,2.31,0,60.18,0.17,4.09,2.98,11.68,16.1,9.24,1.73,10.44,0,0,3.51,0.02,0.03,28.51,0.36,0
374.25,24.32,1.51,0,1.51,0,59.52,0.13,3.37,1.84,10.18,13.85,8.46,1.94,9.67,0,0,2.67,0.01,0.03,30.34,0.37,0
374.25,24.32,1.51,0,1.51,0,59.52,0.13,3.37,1.84,10.18,10.96,8.46,1.94,9.67,0,0,2.67,0.01,0.03,27.52,0.37,0
403.92,23.79,1.82,0,1.82,0,41.23,0.12,2.76,2.14,8.65,13.21,9.55,1.86,8.2,0,0,2.49,0.01,0.05,27.13,0.48,0
435.45,30.09,0,0,2.09,0,66.01,0.1,3.65,2.66,10.64,19.1,10.2,1.91,9.68,0,0,3.24,0.01,0.07,25.12,0.7,0
449.93,29.68,0,0,2.94,0,59.93,0.1,2.63,2.6,12.05,18.75,9.87,1.76,9.42,0,0,3.12,0.01,0.07,24.25,0.57,0.01
270.74,26.84,0,0,2.16,0,50.14,0.13,2.1,2.27,9.67,17.27,9.7,2.33,8.59,0,0,2.85,0.01,0.05,23.54,0.76,0
399.46,27.45,2.3,1.4,2.3,0,76.3,0,1,3.1,9,7.1,8.5,1.53,10.1,0,0,2.9,0.01,0,27.85,0.6,0
530.08,32.02,1.25,0,1.25,0,63.31,0.07,1.83,3.18,8.76,6.52,9.85,2.11,9.62,0,0,4.17,0.01,0.06,30.42,1.2,0
610.07,41.92,1.13,0,1.13,0,91.37,0.13,1.11,3.73,13.19,11.96,10.12,1.63,12.04,0,0,4.26,0.01,0.05,34.6,0.68,0
633.47,41.33,0,0,0.91,0,96.07,0.13,2.11,3.05,11.39,11.72,10.28,1.54,14.79,0,0,4.47,0.05,0.04,36.32,0.79,0
687.04,43.61,0,0,1.2,0,84.57,0.16,2.28,4.14,13.44,12.44,11.27,2.41,12.39,0,0,4.47,0.01,0.03,35.44,2.35,0
440.9,33.51,0,0,1.82,0,91.01,0.16,0.52,2.45,10.27,13.04,9.15,1.97,13.6,0,0,4.25,0.02,0.05,35.59,0.89,0
652.25,37.56,0,0,1.83,0,118.85,0.03,1.72,3.78,12.64,13.61,11.68,2.2,8.96,0,0,0,0.01,0.06,0,0.62,0
524.07,37.09,0,0,1.69,0,123.33,0.12,1.78,2.99,8.06,12.75,7.83,1.71,9.57,0,0,2.59,0,0.01,0,1.75,0
21,39,12.6,0,12.6,0.3,6,0,0.1,41,4.4,-1,0.1,1,0.1,0,0,1.8,0,0,-1,0.7,0
67,71,19.1,0,19.1,0.2,7,0,0.8,35,14,-1,0.2,0.9,0.9,0,0,3.9,0,0,-1,0.7,0
45,64,15.7,0,15.7,0.2,5,0,0.4,56,8,-1,0.2,1.7,1.3,0,0,2.6,0,0,-1,0.9,0
62.3,76.6,12.8,0,12.8,0.2,3,0,0.8,45.8,10.1,11.2,0.2,1.3,0.8,0,0,4.9,0,0,8.1,1.1,0
82.5,100.3,13.3,0,13.3,0.2,8.8,0,0.7,44.6,12.2,11.8,0.3,0.9,1.2,0,0,3.6,0,0,7.1,1.1,0
92.5,103.1,9.4,0,9.4,0.2,6.4,0,0.7,58.7,11.9,17.6,0.5,0.6,1.6,0,0,5,0,0,9.2,2.6,0
57,94,16.9,0,16.9,0.2,7.5,0,0.7,100,10.7,12.5,0.4,1,2,0,0,5.2,0,0,9.6,1.1,0
62.9,116.4,15.6,0,15.6,0.2,6.8,0,1.1,65.1,7.4,11.6,0.3,1,2.3,0,0,5.2,0,0,10.1,1.1,0
38.6,67.6,13.5,0,13.5,0.3,6.8,0,0.8,56.3,10.3,13.7,0.4,0.9,1.8,0,0,4.5,0,0,8.6,1.2,0
93.6,124.7,14.7,0,14.7,0.1,7.6,0,1.1,56.6,9.9,15.1,0.5,0.7,3.1,0,0,5.6,0,0,11.2,1.3,0
61.7,61.2,12.1,0,12.1,0.1,7.9,0,0.2,47.7,6.3,9.7,0.2,0.6,1.1,0,0,2.5,0,0,5.3,1.2,0
117,97.1,12.6,0,12.6,0.1,5.4,0,0.7,34.5,8.2,6.9,0.1,0.7,1.5,0,0,4.5,0,0,8,0.8,0
95.2,124.3,11.1,0,11.1,0.1,6.5,0,1,41.6,7.8,9.8,0.1,0.5,1.3,0,0,4.8,0,0,8,0.6,0
1.7,45.6,5.2,0,5.2,0,3.8,0,0.5,38.4,3.5,7.8,0.2,0.3,0,0,0,0.2,0,0,0.5,0.5,0
66.1,144.7,13.2,0,13.2,0.1,5.9,0,1.9,44.2,6.4,18.7,0.2,0.7,1.7,0,0,2.7,0,0,6.3,0.4,0
43,75,13.3,0,13.3,0.1,7,0,1.1,56.6,10.5,1.2,0.1,0.9,2,0,0,2.4,0,0,6.8,0.4,0
55,99.6,10.4,0,10.4,0.1,6.5,0,0.7,68.3,7.3,3.2,0.1,0.5,1.5,0,0,2.4,0,1.4,7.3,0.5,0
84.6,181.4,13.2,0,13.2,0.1,9,0,0.7,60.4,11,2.5,0.1,0.5,2.4,0,0,4.3,0,1.4,11,1,0
43.1,125.1,13.4,0,13.4,0.1,7.3,0,1,50.5,12.1,9.7,0,0.7,2.2,0,0,3.8,0,2.8,9.5,0.4,0
101.8,129.2,14.6,0,14.6,0.1,7.2,0,0.5,32.4,3.4,12.7,0,1,1.9,0,0,2.5,0,3,9.5,0.3,0
24,80,10.5,0,10.5,0.1,5,0,0.3,30,11,18.4,0,0.3,0.9,0,0,3.2,0,2.1,6.4,0.2,0
68,146,15.8,0,15.8,0.1,9,0,0.4,49,10,18.1,0,0.6,2.5,0,0,3.9,0,2.7,12.9,0.3,0
78.8,161.5,13.5,0,13.5,0.3,8.5,0,0.3,34.9,9.9,33.3,0,0.8,2.2,0,0,3,0,4.1,11.1,0.2,0
58.9,113.8,10.2,0,10.2,0.1,11.2,0,0.2,40.9,9.5,22.9,0,0.9,2.9,0,0,3.4,0,9.2,17.4,0.3,0
111.8,167.9,11.4,0,11.4,0.04,8.7,0,0.4,65.4,11.5,17.8,0,0.7,3.23,0,0,3.4,0,9.75,18.2,0.2,0
75,134,7.7,0,7.7,0.02,8,0,0.2,67.7,6.9,18.7,0,0.4,0.95,0,0,3.6,0.01,6.77,12.5,0.2,0
95.4,194.9,9.5,0,9.5,0.04,14.4,0,0.2,57,9.4,23.1,0,0.6,1.75,0,0,4,0.05,22.33,29.9,0.1,0
100.2,200.4,10.1,0,10.1,0.01,11.6,0,0.3,56.2,11,26,0,1.1,3.08,0,0,5.1,0.13,36.62,47.4,0.1,0
113,215.5,5,0,5,0,8.3,0,0.3,71.7,7.8,32.4,0,0.5,3.9,0,0,5.9,0.39,19.8,31.5,0.1,0
112.6,182,6.4,0,6.4,0,10,0,0.3,18.5,8.9,41.8,0,0.6,2.1,0,0,4.2,0.3,43.6,52.1,0.1,0
86.3,166.5,6.7,0,6.7,0,9.2,0,0.4,64.1,11.4,40.7,0,0.6,2.8,0,0,4.5,0.2,41.7,41.5,0.1,0
86.2,169.1,6.5,0,6.5,0,8.8,0,0.4,30.2,8.1,22.7,0,0.4,2.5,0,0,3.1,0.7,30.1,38.1,0.2,0
